artist,brightness,candidate_id,commons_title,decision,exclusion_code,file_size_bytes,format,grad,height,licence_short,min_hamming_to_pool,min_side,near_white_frac,page_url,path,quantized_colours,query_term,reason,width
NASA on The Commons,0.36569109559059143,BA_001193,"File:Dr. Mae C. Jemison, First African-American Woman in Space - Flickr - NASA on The Commons.jpg",pending_review,,603397,JPEG,0.022992869839072227,1533,No restrictions,14,1280,0.0,"https://commons.wikimedia.org/wiki/File:Dr._Mae_C._Jemison,_First_African-American_Woman_in_Space_-_Flickr_-_NASA_on_The_Commons.jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001193.jpg,1493,hepatitis B vaccine,,1280
Hirondus,0.6680855751037598,BA_001195,File:Drogues anesthésie.jpg,pending_review,,192289,JPEG,0.019870251417160034,960,CC BY-SA 4.0,18,960,9.1552734375e-05,https://commons.wikimedia.org/wiki/File:Drogues_anesth%C3%A9sie.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001195.jpg,1305,propofol Diprivan,,1280
Opanas Slastion,0.4514259099960327,BA_001218,File:Dubyna 1901.jpg,pending_review,,623256,JPEG,0.03526035696268082,1975,Public domain,16,1280,0.0,https://commons.wikimedia.org/wiki/File:Dubyna_1901.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001218.jpg,205,oxymorphone,,1280
Dvermeirre,0.5047733783721924,BA_001220,File:Dukoral package inside.jpg,pending_review,,255346,JPEG,0.013106046244502068,960,CC BY-SA 4.0,16,960,0.0,https://commons.wikimedia.org/wiki/File:Dukoral_package_inside.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001220.jpg,434,vaccine vial box,,1280
Dvermeirre,0.45405182242393494,BA_001222,File:Dukoral package.jpg,pending_review,,505404,JPEG,0.020339593291282654,1707,CC BY-SA 4.0,20,1280,0.0,https://commons.wikimedia.org/wiki/File:Dukoral_package.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001222.jpg,746,vaccine vial box,,1280
Pavel Dušek,0.6857361793518066,BA_001227,File:Duphalac 200 ml.jpg,pending_review,,229956,JPEG,0.009175349026918411,1307,CC BY-SA 4.0,16,1280,0.0,https://commons.wikimedia.org/wiki/File:Duphalac_200_ml.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001227.jpg,780,pharmaceutical packaging photograph,,1280
Fvasconcellos (talk · contribs),0.13865400850772858,BA_001230,File:Durvalumab PD-L1 5X8M.pdb.png,exclude,A_ACQUISITION_OUT_OF_BAND,939496,PNG,0.029554657638072968,1280,Public domain,,1280,0.0,https://commons.wikimedia.org/wiki/File:Durvalumab_PD-L1_5X8M.pdb.png,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001230.jpg,218,durvalumab,"brightness 0.139 outside the counterfeit support [0.341, 0.714]",1280
Dietmar Rabich,0.4974172115325928,BA_001232,"File:Dülmen, Merfeld, Volvo PV 544 B18 -- 2021 -- 0075-9.jpg",pending_review,,378127,JPEG,0.04032295197248459,800,CC BY-SA 4.0,18,800,0.0057525634765625,"https://commons.wikimedia.org/wiki/File:D%C3%BClmen,_Merfeld,_Volvo_PV_544_B18_--_2021_--_0075-9.jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001232.jpg,2514,penicillin V,,1280
Anton0987654321,0.6293246150016785,BA_001242,File:Ebivol.jpg,pending_review,,124323,JPEG,0.01287600863724947,960,CC0,16,960,0.0,https://commons.wikimedia.org/wiki/File:Ebivol.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001242.jpg,873,drug packaging box,,1280
Print made by: Robert Seymour Published by: Thomas McLean,0.7892868518829346,BA_001267,"File:Elegant preventive of the cholera. (BM 1868,0808.12313).jpg",exclude,A_ACQUISITION_OUT_OF_BAND,352630,JPEG,0.035483527928590775,960,Public domain,,960,0.008392333984375,"https://commons.wikimedia.org/wiki/File:Elegant_preventive_of_the_cholera._(BM_1868,0808.12313).jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001267.jpg,581,medicine box package,"brightness 0.789 outside the counterfeit support [0.341, 0.714]",1280
"Ed Uthman from Houston, TX, USA",0.7305536866188049,BA_001286,File:Endometriosis of the Fallopian Tube (Luminal Pattern) (7116632365).jpg,exclude,A_ACQUISITION_OUT_OF_BAND,418152,JPEG,0.025677945464849472,1280,CC BY 2.0,,1280,0.0,https://commons.wikimedia.org/wiki/File:Endometriosis_of_the_Fallopian_Tube_(Luminal_Pattern)_(7116632365).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001286.jpg,1650,phenobarbital,"brightness 0.731 outside the counterfeit support [0.341, 0.714]",1280
"Ed Uthman from Houston, TX, USA",0.7512836456298828,BA_001287,File:Endometriosis of the Fallopian Tube (Luminal Pattern) (7116632399).jpg,exclude,A_ACQUISITION_OUT_OF_BAND,255956,JPEG,0.021106086671352386,853,CC BY 2.0,,853,0.0,https://commons.wikimedia.org/wiki/File:Endometriosis_of_the_Fallopian_Tube_(Luminal_Pattern)_(7116632399).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001287.jpg,1118,phenobarbital,"brightness 0.751 outside the counterfeit support [0.341, 0.714]",1280
Whispyhistory,0.5888168215751648,BA_001290,File:Engerix B (Hepatitis B) vaccine.jpg,pending_review,,234454,JPEG,0.02285519242286682,679,CC BY-SA 4.0,14,679,0.0,https://commons.wikimedia.org/wiki/File:Engerix_B_(Hepatitis_B)_vaccine.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001290.jpg,419,hepatitis B vaccine,,1280
"Authors of the study: Melissa J. Barber, PhD; Dzintars Gotham, MBBS; Helen Bygrave, MBBS; Christa Cepuch, MPH",0.9317045211791992,BA_001314,"File:Estimated Sustainable Cost-Based Prices, per Month.png",exclude,A_ACQUISITION_OUT_OF_BAND,599300,PNG,0.024374110624194145,1591,CC BY 4.0,,1280,0.2915191650390625,"https://commons.wikimedia.org/wiki/File:Estimated_Sustainable_Cost-Based_Prices,_per_Month.png",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001314.jpg,61,semaglutide Ozempic,"brightness 0.932 outside the counterfeit support [0.341, 0.714]",1280
Jjfredregill,0.40768328309059143,BA_001318,File:Etizest-1 MD Blister Pill opened.jpeg,pending_review,,200112,JPEG,0.030843954533338547,960,CC BY-SA 4.0,14,960,0.0092315673828125,https://commons.wikimedia.org/wiki/File:Etizest-1_MD_Blister_Pill_opened.jpeg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001318.jpg,1354,blister pack tablets,,1280
,0.33808469772338867,BA_001322,File:Eucodal P-FG-ES-06040.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,832094,JPEG,0.02275208756327629,1810,Public domain,,1280,0.0,https://commons.wikimedia.org/wiki/File:Eucodal_P-FG-ES-06040.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001322.jpg,401,oxycodone OxyContin,"brightness 0.338 outside the counterfeit support [0.341, 0.714]",1280
"Raquel Baranow from Tucson, Arizona, U$A",0.5444967746734619,BA_001347,File:Fake Viagara Pills (22399093799).jpg,pending_review,,593895,JPEG,0.05900300666689873,960,CC BY-SA 2.0,16,960,0.0056304931640625,https://commons.wikimedia.org/wiki/File:Fake_Viagara_Pills_(22399093799).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001347.jpg,4323,drug packaging box,,1280
Allocer,0.45478901267051697,BA_001350,File:Fara PV maks2009.jpg,pending_review,,375535,JPEG,0.030627243220806122,1810,CC BY-SA 3.0,18,1280,0.014739990234375,https://commons.wikimedia.org/wiki/File:Fara_PV_maks2009.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001350.jpg,2523,penicillin V,,1280
Biswarup Ganguly,0.680957019329071,BA_001352,File:Favipill 800 - Favipiravir Tablets 800 mg - Howrah 2023-05-15 9871.jpg,pending_review,,783045,JPEG,0.05131811276078224,2061,CC BY 3.0,16,1280,0.0087738037109375,https://commons.wikimedia.org/wiki/File:Favipill_800_-_Favipiravir_Tablets_800_mg_-_Howrah_2023-05-15_9871.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001352.jpg,1494,blister pack tablets,,1280
"Charles K. Crawford , Amir Kol",0.8750775456428528,BA_001353,File:Fcimb-11-689401-g001.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,215795,JPEG,0.02601160854101181,1140,CC BY 4.0,,1140,0.0,https://commons.wikimedia.org/wiki/File:Fcimb-11-689401-g001.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001353.jpg,1112,phenobarbital,"brightness 0.875 outside the counterfeit support [0.341, 0.714]",1280
Sarang,0.5957995057106018,BA_001356,File:Fenobarbital receta.jpg,pending_review,,183122,JPEG,0.024481602013111115,1048,Public domain,16,1048,0.0,https://commons.wikimedia.org/wiki/File:Fenobarbital_receta.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001356.jpg,516,phenobarbital,,1280
CHCl3 Drinker (MieszkoM),0.48865756392478943,BA_001357,File:Fenobarbital.jpg,pending_review,,61566,JPEG,0.01411915011703968,656,CC0,20,492,7.62939453125e-05,https://commons.wikimedia.org/wiki/File:Fenobarbital.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001357.jpg,1589,phenobarbital,,492
"U.S. Government Accountability Office from Washington, DC, United States",0.8659096360206604,BA_001367,File:Figure 1- Medicare Part D Beneficiary Visits Four Doctors to Obtain Oxycodone (6211353672).jpg,exclude,A_NOT_PHOTOGRAPH,117218,JPEG,0.03291250020265579,624,Public domain,,624,0.6748504638671875,https://commons.wikimedia.org/wiki/File:Figure_1-_Medicare_Part_D_Beneficiary_Visits_Four_Doctors_to_Obtain_Oxycodone_(6211353672).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001367.jpg,1056,oxycodone OxyContin,"grad 0.0329, white 0.67, colours 1056",1280
Vinayakkhattar,0.8902238011360168,BA_001368,File:Figure 4 TRPV6 transcellular pathway.png,exclude,A_NOT_PHOTOGRAPH,364551,PNG,0.024295102804899216,1325,CC BY-SA 4.0,,1280,0.4326171875,https://commons.wikimedia.org/wiki/File:Figure_4_TRPV6_transcellular_pathway.png,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001368.jpg,760,phenobarbital,"grad 0.0243, white 0.43, colours 760",1280
"Zelin Yun,Lizhi Duan,Xiangjun Liu,Qingmeng Cai,Chun Li",0.886991024017334,BA_001371,File:Fimmu-14-1145145-g001.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,175564,JPEG,0.01980404369533062,905,CC BY 4.0,,905,0.0,https://commons.wikimedia.org/wiki/File:Fimmu-14-1145145-g001.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001371.jpg,1306,daratumumab,"brightness 0.887 outside the counterfeit support [0.341, 0.714]",1280
Israel Defense Forces,0.44186100363731384,BA_001383,File:Flickr - Israel Defense Forces - Expired Medicine Unloaded Off Gaza Flotillas (1).jpg,pending_review,,306948,JPEG,0.03380129113793373,960,CC BY 2.0,16,960,0.006134033203125,https://commons.wikimedia.org/wiki/File:Flickr_-_Israel_Defense_Forces_-_Expired_Medicine_Unloaded_Off_Gaza_Flotillas_(1).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001383.jpg,1690,medicine box package,,1280
Israel Defense Forces,0.6039244532585144,BA_001384,File:Flickr - Israel Defense Forces - Expired Medicine Unloaded Off Gaza Flotillas (2).jpg,pending_review,,204610,JPEG,0.025723271071910858,960,CC BY 2.0,18,960,0.0,https://commons.wikimedia.org/wiki/File:Flickr_-_Israel_Defense_Forces_-_Expired_Medicine_Unloaded_Off_Gaza_Flotillas_(2).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001384.jpg,1059,medicine box package,,1280
Israel Defense Forces,0.3988964557647705,BA_001386,File:Flickr - Israel Defense Forces - Expired Medicine Unloaded Off Gaza Flotillas (4).jpg,pending_review,,312823,JPEG,0.028247850015759468,960,CC BY 2.0,20,960,0.00018310546875,https://commons.wikimedia.org/wiki/File:Flickr_-_Israel_Defense_Forces_-_Expired_Medicine_Unloaded_Off_Gaza_Flotillas_(4).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001386.jpg,765,medicine box package,,1280
The chemistds,0.4381899833679199,BA_001395,File:Fluothane packaging 01.jpg,pending_review,,845057,JPEG,0.020600732415914536,2604,CC BY-SA 4.0,16,1280,0.0025634765625,https://commons.wikimedia.org/wiki/File:Fluothane_packaging_01.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001395.jpg,1216,pharmaceutical packaging photograph,,1280
Kimivanil,0.6680871844291687,BA_001404,File:Forxiga dapagliflozin.jpg,pending_review,,177086,JPEG,0.022860638797283173,832,CC BY-SA 4.0,16,832,3.0517578125e-05,https://commons.wikimedia.org/wiki/File:Forxiga_dapagliflozin.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001404.jpg,785,drug packaging box,,1280
User:Mateus2019,0.6771190762519836,BA_001427,File:GER — BY — München — Dokumentation Drei Impfungen gegen COVID-19 Anno 2021 Mattes.jpg,pending_review,,203104,JPEG,0.04574168473482132,528,Public domain,18,528,0.1151123046875,https://commons.wikimedia.org/wiki/File:GER_%E2%80%94_BY_%E2%80%94_M%C3%BCnchen_%E2%80%94_Dokumentation_Drei_Impfungen_gegen_COVID-19_Anno_2021_Mattes.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001427.jpg,1163,Comirnaty,,1280
GeoTrinity (Wikimedia Commons),0.4794982671737671,BA_001431,File:GT-Oxycodon-Sicherheitsblister.jpg,pending_review,,375968,JPEG,0.028767433017492294,1038,CC BY-SA 4.0,18,1038,0.017578125,https://commons.wikimedia.org/wiki/File:GT-Oxycodon-Sicherheitsblister.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001431.jpg,1065,oxycodone OxyContin,,1280
Chatsam,0.3988893926143646,BA_001438,File:Gardenal.JPG,pending_review,,188729,JPEG,0.014645829796791077,713,Public domain,16,713,0.0,https://commons.wikimedia.org/wiki/File:Gardenal.JPG,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001438.jpg,563,phenobarbital,,1280
Smiley.toerist,0.9672842025756836,BA_001441,File:Gele koorts blad van het certificaat.jpg,exclude,A_NOT_PHOTOGRAPH,91894,JPEG,0.01655687391757965,1076,CC BY-SA 4.0,,774,0.8133544921875,https://commons.wikimedia.org/wiki/File:Gele_koorts_blad_van_het_certificaat.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001441.jpg,480,yellow fever vaccine,"grad 0.0166, white 0.81, colours 480",774
,0.3531058728694916,BA_001462,"File:Glass pharmacy jar for powdered quinine, Europe, 1601-1700 Wellcome L0057596.jpg",pending_review,,424018,JPEG,0.014624894596636295,1924,CC BY 4.0,20,1280,0.0,"https://commons.wikimedia.org/wiki/File:Glass_pharmacy_jar_for_powdered_quinine,_Europe,_1601-1700_Wellcome_L0057596.jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001462.jpg,909,quinine sulfate,,1280
Serogakievskiy,0.9092448353767395,BA_001474,File:Gretaciano.jpg,exclude,A_NOT_PHOTOGRAPH,23279,JPEG,0.014491651207208633,300,CC BY-SA 4.0,,300,0.5113677978515625,https://commons.wikimedia.org/wiki/File:Gretaciano.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001474.jpg,771,sofosbuvir,"grad 0.0145, white 0.51, colours 771",350
NIAID,0.14363957941532135,BA_001487,File:HIV Virus Particles - 53570039329.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,367111,JPEG,0.024015825241804123,996,CC BY 2.0,,996,3.0517578125e-05,https://commons.wikimedia.org/wiki/File:HIV_Virus_Particles_-_53570039329.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001487.jpg,1517,semaglutide Ozempic,"brightness 0.144 outside the counterfeit support [0.341, 0.714]",1280
CK ALAN Lam Tsui,0.5416647791862488,BA_001490,File:HK 葵青區 Kwai Tsing MTR 青衣站 Tsing Yi Station stand up banners directory signs April 2022 Px3 01.jpg,pending_review,,297296,JPEG,0.02934865839779377,960,CC BY-SA 4.0,18,960,0.0006866455078125,https://commons.wikimedia.org/wiki/File:HK_%E8%91%B5%E9%9D%92%E5%8D%80_Kwai_Tsing_MTR_%E9%9D%92%E8%A1%A3%E7%AB%99_Tsing_Yi_Station_stand_up_banners_directory_signs_April_2022_Px3_01.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001490.jpg,1480,Comirnaty,,1280
"Alec Wilson from Hampton-in-Arden, UK",0.48779812455177307,BA_001491,File:HS-PPD (12627852323).jpg,pending_review,,167732,JPEG,0.013942185789346695,853,CC BY-SA 2.0,18,853,0.0,https://commons.wikimedia.org/wiki/File:HS-PPD_(12627852323).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001491.jpg,905,propylene glycol,,1280
"Alec Wilson from Khon Kaen, Thailand",0.6298703551292419,BA_001492,File:HS-PPD (21411688723).jpg,pending_review,,70496,JPEG,0.007599902339279652,853,CC BY-SA 2.0,18,853,0.0,https://commons.wikimedia.org/wiki/File:HS-PPD_(21411688723).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001492.jpg,684,propylene glycol,,1280
"Alec Wilson from Khon Kaen, Thailand",0.4165779650211334,BA_001493,File:HS-PPD (8876680741).jpg,pending_review,,181334,JPEG,0.016153212636709213,849,CC BY-SA 2.0,16,849,1.52587890625e-05,https://commons.wikimedia.org/wiki/File:HS-PPD_(8876680741).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001493.jpg,693,propylene glycol,,1280
Press Information Department,0.3880821168422699,BA_001513,File:Health Minister Zahid Maleque administering Vitamin A Plus capsule to child during campaign Dhaka Shishu Hospital 2019-06-22 (PID-0038147).jpg,pending_review,,264500,JPEG,0.03169996663928032,814,Public domain,18,814,0.0,https://commons.wikimedia.org/wiki/File:Health_Minister_Zahid_Maleque_administering_Vitamin_A_Plus_capsule_to_child_during_campaign_Dhaka_Shishu_Hospital_2019-06-22_(PID-0038147).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001513.jpg,2533,vitamin A capsules,,1280
Press Information Department,0.4569942057132721,BA_001514,"File:Health and Family Welfare Minister Zahid Maleque receiving Remdesivir, 2020-05-21 (PID-0033428).jpg",pending_review,,239048,JPEG,0.039164744317531586,740,Public domain,18,740,0.0132598876953125,"https://commons.wikimedia.org/wiki/File:Health_and_Family_Welfare_Minister_Zahid_Maleque_receiving_Remdesivir,_2020-05-21_(PID-0033428).jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001514.jpg,2728,remdesivir,,1280
CDC,0.6703853011131287,BA_001523,File:Hepatitis-B virions.jpg,pending_review,,73076,JPEG,0.0598675012588501,458,Public domain,18,458,0.017852783203125,https://commons.wikimedia.org/wiki/File:Hepatitis-B_virions.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001523.jpg,31,hepatitis B vaccine,,700
owid,0.9715686440467834,BA_001524,File:Hepb3-of-one-year-old-children.png,exclude,A_NOT_PHOTOGRAPH,267576,PNG,0.01885334402322769,904,CC BY 4.0,,904,0.872772216796875,https://commons.wikimedia.org/wiki/File:Hepb3-of-one-year-old-children.png,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001524.jpg,484,hepatitis B vaccine,"grad 0.0189, white 0.87, colours 484",1280
Matthew T Rader,0.19828112423419952,BA_001526,File:Heroin paraphernalia.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,275030,JPEG,0.02273602783679962,914,CC BY-SA 4.0,,914,0.0,https://commons.wikimedia.org/wiki/File:Heroin_paraphernalia.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001526.jpg,914,drug packaging box,"brightness 0.198 outside the counterfeit support [0.341, 0.714]",1280
"Keystone Laboratories, Inc",0.8827340602874756,BA_001530,File:Hi-Hat Jockey Club Face Powder - DPLA - ea64e7f95c7e917f7571bfd6a315cca3 (page 1).jpg,exclude,A_ACQUISITION_OUT_OF_BAND,83844,JPEG,0.0068331086076796055,916,Public domain,,916,0.0,https://commons.wikimedia.org/wiki/File:Hi-Hat_Jockey_Club_Face_Powder_-_DPLA_-_ea64e7f95c7e917f7571bfd6a315cca3_(page_1).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001530.jpg,1082,medicine box package,"brightness 0.883 outside the counterfeit support [0.341, 0.714]",1280
"Keystone Laboratories, Inc",0.8787238001823425,BA_001531,File:Hi-Hat Jockey Club Face Powder - DPLA - ea64e7f95c7e917f7571bfd6a315cca3 (page 2).jpg,exclude,A_ACQUISITION_OUT_OF_BAND,80289,JPEG,0.005919158458709717,916,Public domain,,916,0.0003204345703125,https://commons.wikimedia.org/wiki/File:Hi-Hat_Jockey_Club_Face_Powder_-_DPLA_-_ea64e7f95c7e917f7571bfd6a315cca3_(page_2).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001531.jpg,795,medicine box package,"brightness 0.879 outside the counterfeit support [0.341, 0.714]",1280
"Keystone Laboratories, Inc",0.8724925518035889,BA_001532,File:Hi-Hat Jockey Club Face Powder - DPLA - ea64e7f95c7e917f7571bfd6a315cca3 (page 3).jpg,exclude,A_ACQUISITION_OUT_OF_BAND,68179,JPEG,0.0037254600320011377,916,Public domain,,916,0.0,https://commons.wikimedia.org/wiki/File:Hi-Hat_Jockey_Club_Face_Powder_-_DPLA_-_ea64e7f95c7e917f7571bfd6a315cca3_(page_3).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001532.jpg,555,medicine box package,"brightness 0.872 outside the counterfeit support [0.341, 0.714]",1280
Whispyhistory,0.5316367745399475,BA_001533,File:Hib for infanrix hexa.jpg,pending_review,,484621,JPEG,0.04325110465288162,1280,CC BY-SA 4.0,18,1087,0.0,https://commons.wikimedia.org/wiki/File:Hib_for_infanrix_hexa.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001533.jpg,1407,hepatitis B vaccine,,1087
Pfeiffer Chemical Company,0.8953211903572083,BA_001540,"File:Hobson's Tolu Balsam with Lobelia, Tartar Emetic and Chloroform - DPLA - ac4fe19167e97b5e97ddd51d06c9f2e6.jpg",exclude,A_NOT_PHOTOGRAPH,171225,JPEG,0.011840447783470154,1553,CC BY 4.0,,1280,0.3431854248046875,"https://commons.wikimedia.org/wiki/File:Hobson%27s_Tolu_Balsam_with_Lobelia,_Tartar_Emetic_and_Chloroform_-_DPLA_-_ac4fe19167e97b5e97ddd51d06c9f2e6.jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001540.jpg,334,medicine box package,"grad 0.0118, white 0.34, colours 334",1280
,0.33518847823143005,BA_001558,"File:Hypodermic syringe set, for quinine injection, with Record s Wellcome L0057253.jpg",exclude,A_ACQUISITION_OUT_OF_BAND,340464,JPEG,0.022886700928211212,1842,CC BY 4.0,,1280,0.03369140625,"https://commons.wikimedia.org/wiki/File:Hypodermic_syringe_set,_for_quinine_injection,_with_Record_s_Wellcome_L0057253.jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001558.jpg,688,quinine sulfate,"brightness 0.335 outside the counterfeit support [0.341, 0.714]",1280
,0.4528719484806061,BA_001559,"File:Hypodermic syringe set, for quinine injection, with Record s Wellcome L0057254.jpg",pending_review,,211401,JPEG,0.018147768452763557,852,CC BY 4.0,18,852,6.103515625e-05,"https://commons.wikimedia.org/wiki/File:Hypodermic_syringe_set,_for_quinine_injection,_with_Record_s_Wellcome_L0057254.jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001559.jpg,213,quinine sulfate,,1280
Omondi,0.7231828570365906,BA_001615,File:ICVP-CIVP.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,212428,JPEG,0.02359330840408802,752,CC BY-SA 4.0,,752,0.0,https://commons.wikimedia.org/wiki/File:ICVP-CIVP.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001615.jpg,367,yellow fever vaccine,"brightness 0.723 outside the counterfeit support [0.341, 0.714]",1015
Rmosler2100,0.4324754774570465,BA_001616,File:IMAG0466.jpg,pending_review,,319785,JPEG,0.017391128465533257,1379,CC BY-SA 3.0,16,1280,4.57763671875e-05,https://commons.wikimedia.org/wiki/File:IMAG0466.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001616.jpg,1285,propofol Diprivan,,1280
Cindy Shebley,0.8910641074180603,BA_001625,File:Ibrutinib.jpg,exclude,A_NOT_PHOTOGRAPH,136858,JPEG,0.014921825379133224,952,CC BY 2.0,,952,0.36334228515625,https://commons.wikimedia.org/wiki/File:Ibrutinib.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001625.jpg,785,pharmaceutical packaging photograph,"grad 0.0149, white 0.36, colours 785",1280
Retired electrician,0.749324381351471,BA_001626,"File:Ibuprofen made in DE for the RU market in UA colours, May 2026 04.jpg",exclude,A_ACQUISITION_OUT_OF_BAND,202354,JPEG,0.0198042131960392,853,CC0,,853,0.016937255859375,"https://commons.wikimedia.org/wiki/File:Ibuprofen_made_in_DE_for_the_RU_market_in_UA_colours,_May_2026_04.jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001626.jpg,1865,pharmaceutical packaging photograph,"brightness 0.749 outside the counterfeit support [0.341, 0.714]",1280
İmmortalance,0.4356764554977417,BA_001639,File:Ilaç dolu sepet.jpg,pending_review,,1593765,JPEG,0.027317669242620468,2276,CC0,20,1280,0.0,https://commons.wikimedia.org/wiki/File:Ila%C3%A7_dolu_sepet.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001639.jpg,2093,pharmaceutical packaging photograph,,1280
Our World in Data,0.917529284954071,BA_001643,File:Immunization-hepb3-of-one-year-old-children.png,exclude,A_NOT_PHOTOGRAPH,330422,PNG,0.019222434610128403,904,CC BY 4.0,,904,0.74688720703125,https://commons.wikimedia.org/wiki/File:Immunization-hepb3-of-one-year-old-children.png,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001643.jpg,631,hepatitis B vaccine,"grad 0.0192, white 0.75, colours 631",1280
"Nicola J. Nasser, Miguel Gorenberg, Abed Agbarya 3ORCID",0.8620006442070007,BA_001647,File:Immunotherapy + Durvalumab + Pembrolizumab + Ipilimumab + Atezolizumab mechanism of action.jpg,exclude,A_NOT_PHOTOGRAPH,110419,JPEG,0.018728043884038925,710,CC BY-SA 4.0,,710,0.6783599853515625,https://commons.wikimedia.org/wiki/File:Immunotherapy_%2B_Durvalumab_%2B_Pembrolizumab_%2B_Ipilimumab_%2B_Atezolizumab_mechanism_of_action.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001647.jpg,1656,durvalumab,"grad 0.0187, white 0.68, colours 1656",1280
Whispyhistory,0.5636913776397705,BA_001665,File:Infanrix hexa vaccine.jpg,pending_review,,634698,JPEG,0.0257362462580204,2236,CC BY-SA 4.0,18,1280,0.0,https://commons.wikimedia.org/wiki/File:Infanrix_hexa_vaccine.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_001665.jpg,1019,hepatitis B vaccine,,1280
